image_name,steering_angle
2025-06-21_20-15-29-222750.png,0
2025-06-21_20-15-29-268753.png,0
2025-06-21_20-15-29-311758.png,0
2025-06-21_20-15-29-350761.png,0
2025-06-21_20-15-29-393765.png,0
2025-06-21_20-15-29-463771.png,0
2025-06-21_20-15-29-526777.png,0
2025-06-21_20-15-29-571781.png,0
2025-06-21_20-15-29-611785.png,0
2025-06-21_20-15-29-653790.png,0
2025-06-21_20-15-29-699793.png,0
2025-06-21_20-15-29-770800.png,0
2025-06-21_20-15-29-831806.png,0
2025-06-21_20-15-29-875810.png,0
2025-06-21_20-15-29-915813.png,0
2025-06-21_20-15-29-956818.png,0
2025-06-21_20-15-30-003821.png,0
2025-06-21_20-15-30-073828.png,0
2025-06-21_20-15-30-136833.png,0
2025-06-21_20-15-30-180837.png,0
2025-06-21_20-15-30-220841.png,0
2025-06-21_20-15-30-262845.png,0
2025-06-21_20-15-30-307850.png,0
2025-06-21_20-15-30-390857.png,0
2025-06-21_20-15-30-460369.png,0
2025-06-21_20-15-30-504710.png,0
2025-06-21_20-15-30-543484.png,0
2025-06-21_20-15-30-587319.png,0
2025-06-21_20-15-30-631538.png,0
2025-06-21_20-15-30-733769.png,0
2025-06-21_20-15-30-780176.png,0
2025-06-21_20-15-30-820903.png,0
2025-06-21_20-15-30-857907.png,0
2025-06-21_20-15-30-899911.png,0
2025-06-21_20-15-30-944915.png,0
2025-06-21_20-15-31-033824.png,0
2025-06-21_20-15-31-076828.png,0
2025-06-21_20-15-31-117832.png,0
2025-06-21_20-15-31-153898.png,0
2025-06-21_20-15-31-195212.png,0
2025-06-21_20-15-31-239375.png,0
2025-06-21_20-15-31-310514.png,0
2025-06-21_20-15-31-372350.png,0
2025-06-21_20-15-31-415404.png,0
2025-06-21_20-15-31-454394.png,0
2025-06-21_20-15-31-495661.png,0
2025-06-21_20-15-31-540180.png,0
2025-06-21_20-15-31-589669.png,0
2025-06-21_20-15-31-675066.png,0
2025-06-21_20-15-31-722069.png,0
2025-06-21_20-15-31-764218.png,0
2025-06-21_20-15-31-805492.png,0
2025-06-21_20-15-31-850899.png,0
2025-06-21_20-15-31-900549.png,0
2025-06-21_20-15-31-988568.png,0
2025-06-21_20-15-32-035573.png,0
2025-06-21_20-15-32-077403.png,0
2025-06-21_20-15-32-118118.png,0
2025-06-21_20-15-32-162720.png,0
2025-06-21_20-15-32-211841.png,0
2025-06-21_20-15-32-304448.png,0
2025-06-21_20-15-32-354455.png,0
2025-06-21_20-15-32-401456.png,0
2025-06-21_20-15-32-446460.png,0
2025-06-21_20-15-32-491464.png,0
2025-06-21_20-15-32-558472.png,0
2025-06-21_20-15-32-621478.png,0
2025-06-21_20-15-32-664533.png,0
2025-06-21_20-15-32-704548.png,0
2025-06-21_20-15-32-745282.png,0
2025-06-21_20-15-32-791736.png,0
2025-06-21_20-15-32-873745.png,0
2025-06-21_20-15-32-948753.png,0
2025-06-21_20-15-32-992754.png,0
2025-06-21_20-15-33-031758.png,0
2025-06-21_20-15-33-072762.png,0
2025-06-21_20-15-33-118766.png,0
2025-06-21_20-15-33-204775.png,0
2025-06-21_20-15-33-249778.png,0
2025-06-21_20-15-33-292498.png,0
2025-06-21_20-15-33-330851.png,0
2025-06-21_20-15-33-373869.png,0
2025-06-21_20-15-33-421278.png,0
2025-06-21_20-15-33-510570.png,0
2025-06-21_20-15-33-557575.png,0
2025-06-21_20-15-33-599160.png,0
2025-06-21_20-15-33-637885.png,0
2025-06-21_20-15-33-679738.png,0
2025-06-21_20-15-33-725875.png,0
2025-06-21_20-15-33-814242.png,0
2025-06-21_20-15-33-859263.png,0
2025-06-21_20-15-33-902056.png,0
2025-06-21_20-15-33-943058.png,0
2025-06-21_20-15-33-985063.png,0
2025-06-21_20-15-34-032113.png,0
2025-06-21_20-15-34-119835.png,0
2025-06-21_20-15-34-164838.png,0
2025-06-21_20-15-34-207725.png,0
2025-06-21_20-15-34-246880.png,0
2025-06-21_20-15-34-288744.png,0
2025-06-21_20-15-34-335259.png,0
2025-06-21_20-15-34-424724.png,0
2025-06-21_20-15-34-470731.png,0
2025-06-21_20-15-34-512148.png,0
2025-06-21_20-15-34-551286.png,0
2025-06-21_20-15-34-593169.png,0
2025-06-21_20-15-34-639811.png,0
2025-06-21_20-15-34-727797.png,0
2025-06-21_20-15-34-774314.png,0
2025-06-21_20-15-34-818401.png,0
2025-06-21_20-15-34-856485.png,0
2025-06-21_20-15-34-898985.png,0
2025-06-21_20-15-34-945080.png,0
2025-06-21_20-15-35-033801.png,0
2025-06-21_20-15-35-079316.png,0
2025-06-21_20-15-35-121568.png,0
2025-06-21_20-15-35-160035.png,0
2025-06-21_20-15-35-201145.png,0
2025-06-21_20-15-35-248180.png,0
2025-06-21_20-15-35-335050.png,0
2025-06-21_20-15-35-382054.png,0
2025-06-21_20-15-35-425211.png,0
2025-06-21_20-15-35-464485.png,0
2025-06-21_20-15-35-506966.png,0
2025-06-21_20-15-35-553474.png,0
2025-06-21_20-15-35-642065.png,0
2025-06-21_20-15-35-687068.png,0
2025-06-21_20-15-35-728177.png,0
2025-06-21_20-15-35-768866.png,0
2025-06-21_20-15-35-808927.png,0
2025-06-21_20-15-35-855701.png,0
2025-06-21_20-15-35-951025.png,0
2025-06-21_20-15-35-998878.png,0
2025-06-21_20-15-36-039881.png,0
2025-06-21_20-15-36-078936.png,0
2025-06-21_20-15-36-120012.png,0
2025-06-21_20-15-36-168281.png,0
2025-06-21_20-15-36-255074.png,0
2025-06-21_20-15-36-300093.png,0
2025-06-21_20-15-36-343029.png,0
2025-06-21_20-15-36-381462.png,0
2025-06-21_20-15-36-424777.png,0
2025-06-21_20-15-36-472470.png,0
2025-06-21_20-15-36-560455.png,0
2025-06-21_20-15-36-606459.png,0
2025-06-21_20-15-36-648463.png,0
2025-06-21_20-15-36-686918.png,0
2025-06-21_20-15-36-729132.png,0
2025-06-21_20-15-36-775973.png,0
2025-06-21_20-15-36-862893.png,0
2025-06-21_20-15-36-908898.png,0
