image_name,steering_angle
2025-06-21_00-21-40-612618.png,0.0
2025-06-21_00-21-40-653578.png,0.0
2025-06-21_00-21-40-692577.png,0.0
2025-06-21_00-21-40-727660.png,0.0
2025-06-21_00-21-40-764661.png,0.0
2025-06-21_00-21-40-807661.png,0.0
2025-06-21_00-21-40-897660.png,0.0
2025-06-21_00-21-40-939660.png,0.0
2025-06-21_00-21-40-978526.png,0.0
2025-06-21_00-21-41-014579.png,0.0
2025-06-21_00-21-41-055468.png,0.0
2025-06-21_00-21-41-100321.png,0.0
2025-06-21_00-21-41-197320.png,0.0
2025-06-21_00-21-41-241321.png,0.0
2025-06-21_00-21-41-281395.png,0.0
2025-06-21_00-21-41-317424.png,0.0
2025-06-21_00-21-41-357602.png,0.0
2025-06-21_00-21-41-402677.png,0.0
2025-06-21_00-21-41-485688.png,0.0
2025-06-21_00-21-41-532689.png,0.0
2025-06-21_00-21-41-575152.png,0.0
2025-06-21_00-21-41-617227.png,0.0
2025-06-21_00-21-41-661874.png,0.0
2025-06-21_00-21-41-710875.png,0.0
2025-06-21_00-21-41-826875.png,0.0
2025-06-21_00-21-41-875426.png,0.0
2025-06-21_00-21-41-920874.png,0.0
2025-06-21_00-21-41-960874.png,0.0
2025-06-21_00-21-42-004876.png,0.0
2025-06-21_00-21-42-074210.png,0.0
2025-06-21_00-21-42-135210.png,0.0
2025-06-21_00-21-42-181211.png,0.0
2025-06-21_00-21-42-222785.png,0.0
2025-06-21_00-21-42-264969.png,0.0
2025-06-21_00-21-42-312631.png,0.0
2025-06-21_00-21-42-381639.png,0.0
2025-06-21_00-21-42-438835.png,0.0
2025-06-21_00-21-42-484946.png,0.0
2025-06-21_00-21-42-527947.png,0.0
2025-06-21_00-21-42-570007.png,0.0
2025-06-21_00-21-42-617007.png,0.0
2025-06-21_00-21-42-688006.png,0.0
2025-06-21_00-21-42-750007.png,0.0
2025-06-21_00-21-42-795020.png,0.0
2025-06-21_00-21-42-836062.png,0.0
2025-06-21_00-21-42-877963.png,0.0
2025-06-21_00-21-42-924648.png,0.0
2025-06-21_00-21-42-993281.png,0.0
2025-06-21_00-21-43-054289.png,0.0
2025-06-21_00-21-43-100098.png,0.0
2025-06-21_00-21-43-141265.png,0.0
2025-06-21_00-21-43-184145.png,0.0
2025-06-21_00-21-43-230795.png,0.0
2025-06-21_00-21-43-301829.png,0.0
2025-06-21_00-21-43-364019.png,0.0
2025-06-21_00-21-43-414304.png,0.0
2025-06-21_00-21-43-451497.png,0.0
2025-06-21_00-21-43-496222.png,0.0
2025-06-21_00-21-43-547586.png,0.0
2025-06-21_00-21-43-614585.png,0.0
2025-06-21_00-21-43-678193.png,0.0
2025-06-21_00-21-43-727857.png,0.0
2025-06-21_00-21-43-773895.png,0.0
2025-06-21_00-21-43-812893.png,0.0
2025-06-21_00-21-43-861893.png,0.0
2025-06-21_00-21-43-946893.png,0.0
2025-06-21_00-21-43-995899.png,0.0
2025-06-21_00-21-44-037925.png,0.0
2025-06-21_00-21-44-077397.png,0.0
2025-06-21_00-21-44-121378.png,0.0
2025-06-21_00-21-44-168055.png,0.0
2025-06-21_00-21-44-260082.png,0.0
2025-06-21_00-21-44-305920.png,0.0
2025-06-21_00-21-44-347865.png,0.0
2025-06-21_00-21-44-387533.png,0.0
2025-06-21_00-21-44-429000.png,0.0
2025-06-21_00-21-44-477280.png,0.0
2025-06-21_00-21-44-568438.png,0.0
2025-06-21_00-21-44-619536.png,0.0
2025-06-21_00-21-44-659537.png,0.0
2025-06-21_00-21-44-698299.png,0.0
2025-06-21_00-21-44-740051.png,0.0
2025-06-21_00-21-44-787271.png,0.0
2025-06-21_00-21-44-871883.png,0.0
2025-06-21_00-21-44-915451.png,0.0
2025-06-21_00-21-44-957289.png,0.0
2025-06-21_00-21-44-996507.png,0.0
2025-06-21_00-21-45-038763.png,0.0
2025-06-21_00-21-45-085320.png,0.0
2025-06-21_00-21-45-157423.png,0.0
2025-06-21_00-21-45-218584.png,0.0
2025-06-21_00-21-45-264842.png,0.0
2025-06-21_00-21-45-305676.png,0.0
2025-06-21_00-21-45-347196.png,0.0
2025-06-21_00-21-45-394333.png,0.0
2025-06-21_00-21-45-462961.png,0.0
2025-06-21_00-21-45-525260.png,0.0
2025-06-21_00-21-45-569940.png,0.0
2025-06-21_00-21-45-610427.png,0.0
2025-06-21_00-21-45-654324.png,0.0
2025-06-21_00-21-45-702041.png,0.0
2025-06-21_00-21-45-771173.png,0.0
2025-06-21_00-21-45-832616.png,0.0
2025-06-21_00-21-45-877068.png,0.0
2025-06-21_00-21-45-918532.png,0.0
2025-06-21_00-21-45-959822.png,0.0
2025-06-21_00-21-46-005860.png,0.0
2025-06-21_00-21-46-074248.png,0.0
2025-06-21_00-21-46-136255.png,0.0
2025-06-21_00-21-46-181528.png,0.0
2025-06-21_00-21-46-222560.png,0.0
2025-06-21_00-21-46-265243.png,0.0
2025-06-21_00-21-46-310601.png,0.0
2025-06-21_00-21-46-382237.png,0.0
2025-06-21_00-21-46-444661.png,0.0
2025-06-21_00-21-46-489252.png,0.0
2025-06-21_00-21-46-531094.png,0.0
2025-06-21_00-21-46-573679.png,0.0
2025-06-21_00-21-46-619862.png,0.0
2025-06-21_00-21-46-702869.png,0.0
2025-06-21_00-21-46-775868.png,0.0
2025-06-21_00-21-46-821869.png,0.0
2025-06-21_00-21-46-862868.png,0.0
2025-06-21_00-21-46-904869.png,0.0
2025-06-21_00-21-46-953869.png,0.0
2025-06-21_00-21-47-043935.png,0.0
2025-06-21_00-21-47-087935.png,0.0
2025-06-21_00-21-47-126954.png,0.0
2025-06-21_00-21-47-164775.png,0.0
2025-06-21_00-21-47-206245.png,0.0
2025-06-21_00-21-47-254136.png,0.0
2025-06-21_00-21-47-336154.png,0.0
2025-06-21_00-21-47-381251.png,0.0
2025-06-21_00-21-47-421279.png,0.0
2025-06-21_00-21-47-460681.png,0.0
2025-06-21_00-21-47-505000.png,0.0
2025-06-21_00-21-47-553219.png,0.0
2025-06-21_00-21-47-636447.png,0.0
2025-06-21_00-21-47-683617.png,0.0
2025-06-21_00-21-47-725752.png,0.0
2025-06-21_00-21-47-765621.png,0.0
2025-06-21_00-21-47-809705.png,0.0
2025-06-21_00-21-47-856906.png,0.0
2025-06-21_00-21-47-941756.png,0.0
2025-06-21_00-21-47-986932.png,0.0
2025-06-21_00-21-48-031590.png,0.0
2025-06-21_00-21-48-071310.png,0.0
2025-06-21_00-21-48-117208.png,0.0
2025-06-21_00-21-48-166668.png,0.0
2025-06-21_00-21-48-251296.png,0.0
2025-06-21_00-21-48-299850.png,0.0
2025-06-21_00-21-48-347229.png,0.0
2025-06-21_00-21-48-384362.png,0.0
2025-06-21_00-21-48-427879.png,0.0
2025-06-21_00-21-48-476185.png,0.0
2025-06-21_00-21-48-563493.png,0.0
2025-06-21_00-21-48-609571.png,0.0
2025-06-21_00-21-48-654947.png,0.0
2025-06-21_00-21-48-695225.png,0.0
2025-06-21_00-21-48-738951.png,0.0
2025-06-21_00-21-48-786798.png,0.0
2025-06-21_00-21-48-870808.png,0.0
2025-06-21_00-21-48-916773.png,0.0
2025-06-21_00-21-48-959872.png,0.0
2025-06-21_00-21-49-000429.png,0.0
2025-06-21_00-21-49-045384.png,0.0
2025-06-21_00-21-49-093341.png,0.0
2025-06-21_00-21-49-178352.png,0.0
2025-06-21_00-21-49-224703.png,0.0
2025-06-21_00-21-49-268156.png,0.0
2025-06-21_00-21-49-308456.png,0.0
2025-06-21_00-21-49-351881.png,0.0
2025-06-21_00-21-49-400152.png,0.0
2025-06-21_00-21-49-483171.png,0.0
2025-06-21_00-21-49-528325.png,0.0
2025-06-21_00-21-49-571975.png,0.0
2025-06-21_00-21-49-611247.png,0.0
2025-06-21_00-21-49-656054.png,0.0
2025-06-21_00-21-49-708054.png,0.0
2025-06-21_00-21-49-812286.png,0.0
2025-06-21_00-21-49-859286.png,0.0
2025-06-21_00-21-49-903286.png,0.0
2025-06-21_00-21-49-944113.png,0.0
2025-06-21_00-21-49-988132.png,0.0
2025-06-21_00-21-50-036132.png,0.0
2025-06-21_00-21-50-118131.png,0.0
2025-06-21_00-21-50-163146.png,0.0
2025-06-21_00-21-50-204797.png,0.0
2025-06-21_00-21-50-245258.png,0.0
2025-06-21_00-21-50-288609.png,0.0
2025-06-21_00-21-50-336263.png,0.0
2025-06-21_00-21-50-418170.png,0.0
2025-06-21_00-21-50-463034.png,0.0
2025-06-21_00-21-50-504925.png,0.0
2025-06-21_00-21-50-545084.png,0.0
2025-06-21_00-21-50-588566.png,0.0
2025-06-21_00-21-50-635604.png,0.0
2025-06-21_00-21-50-726040.png,0.0
2025-06-21_00-21-50-772238.png,0.0
2025-06-21_00-21-50-815530.png,0.0
2025-06-21_00-21-50-854672.png,0.0
2025-06-21_00-21-50-897713.png,0.0
2025-06-21_00-21-50-945262.png,0.0
2025-06-21_00-21-51-032680.png,0.0
2025-06-21_00-21-51-078900.png,0.0
2025-06-21_00-21-51-121998.png,0.0
2025-06-21_00-21-51-162729.png,0.0
2025-06-21_00-21-51-206306.png,0.0
2025-06-21_00-21-51-254917.png,0.0
2025-06-21_00-21-51-341915.png,0.0
2025-06-21_00-21-51-386915.png,0.0
2025-06-21_00-21-51-429914.png,0.0
2025-06-21_00-21-51-470042.png,0.0
